Material,MTyp,Matl Group
Material 7182,ROH,95
Material 5010,ROH,13
Material 8006,ROH,13
Material 770,ROH,82
Material 7579,ROH,13
Material 5444,NBW,2
Material 6370,ROH,87
Material 6321,ROH,13
Material 6188,ROH,35
Material 3136,ROH,94
Material 3552,ROH,82
Material 1079,ROH,82
Material 5345,ROH,82
Material 6479,ROH,94
Material 6667,NBW,2
Material 6573,NBW,2
Material 7461,NBW,2
Material 3127,ROH,87
Material 2754,ROH,87
Material 2416,ROH,87
Material 6095,ROH,87
Material 2401,ROH,87
Material 2911,ROH,87
Material 6384,NBW,82
Material 7010,NBW,6
Material 2441,ROH,13
Material 7413,ROH,82
Material 2276,ROH,82
Material 1156,ROH,35
Material 147,ROH,35
Material 2684,ROH,38
Material 6857,ROH,87
Material 5635,ROH,95
Material 5754,ROH,94
Material 3383,ROH,95
Material 2553,ROH,6
Material 3587,ROH,35
Material 873,ROH,82
Material 2182,ROH,82
Material 2106,ROH,82
Material 469,ROH,87
Material 5639,ROH,87
Material 760,ROH,87
Material 976,ROH,87
Material 4257,ROH,87
Material 6426,ROH,82
Material 2524,ROH,13
Material 5388,ROH,82
Material 4251,ROH,94
Material 635,ROH,87
Material 7098,ROH,87
Material 210,NBW,58
Material 4917,ROH,82
Material 5215,ROH,13
Material 6823,ROH,13
Material 7912,NBW,2
Material 1086,ALB,82
Material 7335,ROH,13
Material 8018,ROH,87
Material 4509,NBW,2
Material 4361,NBW,2
Material 5994,NBW,2
Material 3751,NBW,2
Material 2517,NBW,2
Material 1089,ROH,87
Material 253,ROH,82
Material 6894,NBW,2
Material 1132,ROH,87
Material 5841,ALB,81
Material 2371,NBW,2
Material 4667,NBW,2
Material 4044,ROH,35
Material 5891,ROH,35
Material 2933,MRO,4
Material 4562,ROH,94
Material 1213,ROH,95
Material 2208,ROH,87
Material 3603,ROH,87
Material 6495,ROH,87
Material 1798,ROH,94
Material 3883,ROH,2
Material 2307,ROH,82
Material 3028,ERT,50
Material 2077,ERT,50
Material 6539,ERT,66
Material 2961,ERT,66
Material 1480,ERT,91
Material 4009,ERT,91
Material 5251,ERT,90
Material 3982,ERT,89
Material 54,ERT,89
Material 3176,ERT,34
Material 3456,ERT,34
Material 4830,ERT,91
Material 649,ERT,91
Material 380,ERT,34
Material 109,ERT,34
Material 5756,ERT,91
Material 4730,ERT,91
Material 5783,ERT,91
Material 6705,ERT,34
Material 972,ERT,34
Material 3484,ROH,2
Material 7469,ROH,2
Material 1045,ROH,12
Material 5134,ROH,12
Material 7662,ROH,2
Material 2364,ROH,8
Material 456,ROH,12
Material 1282,ERT,33
Material 503,ERT,33
Material 228,ERT,33
Material 7971,ERT,33
Material 6510,ERT,33
Material 4358,ERT,33
Material 1290,ERT,33
Material 7943,ERT,33
Material 2767,ERT,33
Material 1134,ERT,33
Material 4630,ERT,33
Material 6091,ERT,33
Material 6276,ERT,33
Material 4927,ERT,33
Material 6561,ERT,33
Material 4604,ERT,33
Material 6281,ERT,33
Material 2566,ROH,2
Material 7854,ROH,23
Material 6965,ROH,82
Material 4511,ROH,82
Material 1924,ROH,82
Material 4855,ROH,82
Material 5089,ROH,82
Material 7177,ROH,82
Material 2774,ROH,82
Material 1021,ROH,82
Material 2061,ROH,34
Material 2620,ROH,34
Material 3218,ROH,34
Material 1286,ROH,82
Material 6776,ROH,82
Material 7132,ROH,82
Material 7230,ROH,82
Material 388,ROH,82
Material 6297,ROH,82
Material 1642,ROH,82
Material 3572,ROH,82
Material 3282,ROH,82
Material 133,ROH,82
Material 6982,ROH,82
Material 7300,ROH,82
Material 1222,ROH,82
Material 6969,ROH,82
Material 5789,ROH,82
Material 3547,ROH,82
Material 6669,ROH,82
Material 7210,ROH,82
Material 390,ROH,82
Material 204,ROH,82
Material 1989,ROH,82
Material 4574,ROH,82
Material 5155,ROH,82
Material 3612,ROH,82
Material 4840,ROH,82
Material 5209,ROH,82
Material 5172,ROH,82
Material 1374,ROH,82
Material 1264,ROH,82
Material 5036,ROH,82
Material 6474,ROH,82
Material 854,ROH,82
Material 7915,ROH,82
Material 3406,ROH,82
Material 7605,ROH,82
Material 3996,ROH,82
Material 3296,ROH,82
Material 6221,ROH,82
Material 1110,ROH,82
Material 598,ROH,82
Material 5147,ROH,82
Material 825,ROH,82
Material 1109,ROH,82
Material 212,ROH,82
Material 5762,ROH,82
Material 3341,ROH,82
Material 5628,ROH,82
Material 4583,ROH,82
Material 5940,ROH,82
Material 5315,ROH,82
Material 2908,ROH,82
Material 7714,ROH,82
Material 5513,ROH,82
Material 795,ROH,82
Material 8083,ROH,82
Material 2507,ROH,82
Material 6019,ROH,82
Material 2491,ROH,82
Material 881,ROH,82
Material 1984,ROH,82
Material 6624,ROH,82
Material 2841,ROH,82
Material 420,ROH,82
Material 4673,ROH,82
Material 7013,ROH,82
Material 4839,ROH,82
Material 1011,ROH,82
Material 5374,ROH,82
Material 130,ROH,82
Material 1839,ROH,82
Material 6419,ROH,82
Material 7589,ROH,82
Material 452,ROH,82
Material 7275,ROH,82
Material 3705,ROH,82
Material 5525,ROH,82
Material 7412,ROH,82
Material 341,ROH,82
Material 3078,ROH,82
Material 4466,ROH,82
Material 3724,ROH,82
Material 4220,ROH,2
Material 2949,ROH,2
Material 1137,ROH,2
Material 4399,ROH,20
Material 3397,ROH,20
Material 1996,ROH,20
Material 2740,ROH,20
Material 259,ROH,20
Material 829,ROH,20
Material 2568,ROH,20
Material 567,ROH,20
Material 4085,ROH,20
Material 7427,ROH,20
Material 4379,ROH,20
Material 5871,ROH,20
Material 7541,ROH,20
Material 3758,ROH,20
Material 2883,ROH,20
Material 6790,ROH,20
Material 4211,ROH,13
Material 5980,ROH,13
Material 4281,ROH,13
Material 7309,ROH,13
Material 1708,ROH,82
Material 3020,ROH,13
Material 5710,ROH,13
Material 1261,ROH,19
Material 4452,ROH,19
Material 4805,ROH,23
Material 6567,ROH,23
Material 6950,ROH,13
Material 4417,ROH,13
Material 993,ROH,13
Material 1526,ROH,13
Material 5599,ROH,13
Material 5640,ROH,13
Material 3871,ROH,13
Material 3938,ROH,13
Material 6725,ROH,20
Material 1954,ROH,13
Material 2170,ROH,82
Material 2665,ROH,22
Material 2526,ROH,22
Material 1289,ROH,22
Material 2976,ROH,22
Material 1617,ROH,13
Material 4487,ROH,13
Material 4691,ROH,13
Material 813,ROH,82
Material 7083,ROH,13
Material 789,ROH,13
Material 571,ROH,13
Material 4871,ROH,13
Material 4219,ROH,19
Material 5699,ROH,19
Material 2770,ROH,20
Material 5076,ROH,13
Material 4964,ROH,13
Material 945,ROH,23
Material 961,ROH,19
Material 1908,ROH,19
Material 5734,ROH,24
Material 3403,ROH,23
Material 4875,ROH,23
Material 7957,ROH,13
Material 5803,ROH,13
Material 6871,ROH,13
Material 4366,ROH,13
Material 6913,ROH,19
Material 5577,ROH,19
Material 4928,ROH,19
Material 4565,ROH,19
Material 1209,ROH,19
Material 6258,ROH,19
Material 3654,ROH,19
Material 1976,ROH,19
Material 5605,ALB,16
Material 5692,ROH,20
Material 152,ROH,22
Material 4024,ROH,22
Material 2869,ROH,22
Material 3037,ROH,13
Material 157,ROH,13
Material 5749,ROH,13
Material 2679,ROH,13
Material 7847,ROH,13
Material 3320,ROH,22
Material 1720,ROH,13
Material 750,ROH,13
Material 5381,ROH,13
Material 6039,ROH,13
Material 1483,ROH,22
Material 4515,ROH,22
Material 6925,ROH,22
Material 7869,ROH,22
Material 4262,ROH,22
Material 6915,ROH,13
Material 744,ROH,13
Material 5350,ROH,20
Material 282,ROH,12
Material 1168,ROH,82
Material 6251,ROH,82
Material 6996,ROH,82
Material 3394,ROH,82
Material 4258,ROH,82
Material 1435,ROH,82
Material 902,ROH,82
Material 3122,ROH,82
Material 573,ROH,82
Material 499,ROH,82
Material 7674,ROH,12
Material 3992,ROH,2
Material 1626,ROH,2
Material 5964,ROH,2
Material 6585,ROH,2
Material 4241,ROH,2
Material 2570,ROH,2
Material 622,ROH,2
Material 654,ROH,2
Material 76,ROH,2
Material 6538,ROH,82
Material 6805,ROH,82
Material 273,ROH,82
Material 1269,ROH,82
Material 7844,ROH,82
Material 6647,ROH,82
Material 4508,ROH,82
Material 6920,ROH,82
Material 5861,ROH,13
Material 2152,ROH,13
Material 2836,ROH,13
Material 1774,ROH,13
Material 7375,ROH,13
Material 7365,ROH,13
Material 417,ROH,13
Material 7622,ROH,13
Material 6469,ROH,13
Material 3528,ROH,13
Material 1553,ROH,13
Material 5708,ROH,13
Material 2636,ROH,13
Material 1912,ROH,13
Material 1888,ROH,13
Material 6102,ROH,13
Material 6532,ROH,82
Material 4025,ROH,82
Material 460,ROH,20
Material 1211,ROH,20
Material 4926,ERT,66
Material 3025,ERT,66
Material 7152,ERT,66
Material 2998,ERT,66
Material 6407,ERT,66
Material 7600,ERT,66
Material 6003,ERT,66
Material 585,ERT,66
Material 3523,ERT,66
Material 498,ERT,66
Material 5488,ERT,66
Material 7911,ERT,66
Material 719,ERT,51
Material 4080,ERT,51
Material 678,ERT,51
Material 2777,ERT,51
Material 1988,ERT,51
Material 64,ERT,51
Material 7422,ERT,51
Material 6721,ERT,51
Material 6246,MRO,7
Material 5557,MRO,102
Material 2456,ERT,50
Material 7110,ERT,50
Material 5475,ERT,50
Material 4230,ERT,50
Material 3114,ERT,50
Material 4876,ERT,50
Material 2702,ERT,50
Material 7951,ERT,50
Material 593,ERT,50
Material 6830,ERT,50
Material 630,ERT,50
Material 2492,ERT,50
Material 1717,ERT,50
Material 3786,ERT,50
Material 2198,ERT,50
Material 7725,ERT,50
Material 2045,ERT,50
Material 2036,ERT,50
Material 4575,ERT,50
Material 4159,ERT,50
Material 1599,ERT,50
Material 6527,ERT,50
Material 2917,ERT,50
Material 3291,ERT,50
Material 2232,ERT,50
Material 677,ERT,50
Material 3927,ERT,57
Material 2824,ERT,57
Material 5533,ERT,57
Material 4144,ERT,57
Material 5479,ERT,57
Material 6254,ERT,57
Material 1024,ERT,57
Material 3019,ERT,57
Material 6619,ERT,57
Material 3105,ERT,57
Material 2177,ERT,57
Material 6714,ERT,57
Material 2062,ERT,57
Material 6690,ERT,57
Material 7264,ERT,57
Material 3860,ERT,57
Material 6130,ERT,57
Material 7528,ERT,57
Material 2914,ERT,57
Material 3646,ERT,57
Material 5084,ERT,57
Material 7749,ERT,57
Material 7872,ERT,57
Material 6484,ERT,50
Material 3489,ERT,50
Material 1037,ERT,50
Material 7390,ERT,50
Material 7606,ERT,50
Material 1741,ERT,50
Material 352,ERT,50
Material 2262,ERT,50
Material 2350,ERT,50
Material 2550,ERT,50
Material 6327,ERT,50
Material 3702,ERT,50
Material 6914,ERT,50
Material 4081,ERT,50
Material 5207,ERT,50
Material 5569,ERT,50
Material 4298,ERT,50
Material 3686,ERT,50
Material 6651,ERT,50
Material 7654,ERT,50
Material 2852,ERT,50
Material 6735,ERT,50
Material 1997,ERT,50
Material 4007,ERT,50
Material 3837,ERT,50
Material 3787,AWA,34
Material 6231,ERT,42
Material 7007,ERT,42
Material 7088,ERT,49
Material 7302,ERT,34
Material 5601,ERT,34
Material 6334,ERT,34
Material 7456,ERT,34
Material 835,ERT,34
Material 7439,ERT,34
Material 1670,ERT,34
Material 3189,ERT,34
Material 168,ERT,34
Material 7848,ERT,34
Material 7934,ERT,34
Material 5495,ERT,34
Material 6807,ERT,34
Material 3538,ERT,34
Material 6506,ERT,34
Material 7637,ERT,72
Material 6831,ERT,72
Material 1121,ERT,34
Material 8044,ERT,34
Material 2833,ERT,89
Material 2719,ERT,89
Material 526,ERT,89
Material 1468,ERT,89
Material 5270,ERT,89
Material 1608,ERT,89
Material 2751,ERT,89
Material 517,ERT,89
Material 427,ERT,89
Material 4353,ERT,89
Material 4692,ERT,89
Material 7157,ERT,72
Material 1333,ERT,72
Material 3170,ERT,72
Material 997,ERT,72
Material 6203,ERT,72
Material 645,ERT,72
Material 2813,ERT,72
Material 7140,ERT,72
Material 665,ERT,72
Material 206,ERT,72
Material 607,ERT,72
Material 5746,ERT,72
Material 2586,ERT,72
Material 6648,ERT,72
Material 4769,ERT,72
Material 3655,ERT,72
Material 252,MRO,82
Material 2930,NBW,36
Material 7255,NBW,7
Material 4671,ROH,82
Material 4290,ROH,82
Material 7128,ROH,82
Material 5033,ROH,82
Material 1769,ROH,82
Material 21,ROH,82
Material 5740,ROH,82
Material 3549,ROH,13
Material 1547,ROH,13
Material 2990,ROH,13
Material 1860,AWA,34
Material 1007,AWA,34
Material 7658,MRO,5
Material 3894,MRO,5
Material 2466,MRO,5
Material 4772,MRO,5
Material 5847,MRO,5
Material 2236,ERT,100
Material 1673,ERT,100
Material 7389,ERT,100
Material 7906,ERT,100
Material 353,ERT,100
Material 3486,ERT,100
Material 7601,ERT,62
Material 3200,ROH,20
Material 3476,ROH,20
Material 6603,ERT,62
Material 8035,ERT,62
Material 1569,ERT,62
Material 433,ERT,62
Material 2951,ERT,62
Material 3382,ERT,62
Material 5618,ERT,34
Material 890,ERT,34
Material 5276,ERT,34
Material 3780,ROH,24
Material 5643,ROH,24
Material 8009,ERT,89
Material 2626,ERT,89
Material 1722,ERT,89
Material 207,ROH,24
Material 2752,ERT,34
Material 1476,ERT,50
Material 2672,ERT,34
Material 6438,ERT,34
Material 3889,ERT,34
Material 4657,ERT,34
Material 4265,ERT,34
Material 6889,ERT,33
Material 7022,ERT,33
Material 5295,ERT,33
Material 2116,ERT,33
Material 2683,ERT,33
Material 3504,ERT,33
Material 1792,ERT,33
Material 4548,ERT,33
Material 2496,ERT,33
Material 45,ERT,33
Material 2559,ERT,33
Material 6891,ERT,33
Material 3762,ERT,33
Material 2154,ERT,33
Material 7198,ERT,33
Material 6507,ERT,33
Material 2414,AWA,34
Material 4676,AWA,34
Material 672,AWA,34
Material 1167,AWA,34
Material 5301,ERT,51
Material 807,ERT,51
Material 7058,MRO,4
Material 4019,MRO,4
Material 2291,NBW,94
Material 3051,NBW,94
Material 6923,NBW,94
Material 3063,NBW,94
Material 7767,NBW,94
Material 1932,NBW,94
Material 4444,NBW,94
Material 805,NBW,94
Material 5001,MRO,6
Material 6332,NBW,27
Material 6961,NBW,6
Material 1198,MRO,46
Material 7718,MRO,6
Material 404,NBW,13
Material 6611,NBW,6
Material 2304,NBW,6
Material 7690,NBW,6
Material 3281,NBW,6
Material 1335,NBW,6
Material 5456,NBW,6
Material 7864,MRO,4
Material 5617,MRO,4
Material 2666,MRO,5
Material 1785,MRO,5
Material 5868,NBW,32
Material 7651,NBW,32
Material 2104,NBW,32
Material 5432,MRO,6
Material 5516,NBW,32
Material 5274,NBW,32
Material 582,NBW,32
Material 7583,NBW,32
Material 6607,NBW,32
Material 5857,NBW,32
Material 5364,ERT,42
Material 7492,ERT,42
Material 685,ERT,42
Material 4859,ERT,42
Material 1173,ERT,42
Material 5909,ERT,42
Material 7772,ERT,42
Material 1502,ERT,42
Material 1362,ERT,42
Material 6528,ERT,42
Material 6004,ERT,42
Material 7612,ERT,42
Material 77,ERT,42
Material 4853,ERT,42
Material 6206,ERT,42
Material 2779,ERT,42
Material 7060,ERT,42
Material 102,ERT,42
Material 8024,ERT,42
Material 1339,ERT,42
Material 1181,ERT,42
Material 4463,ERT,42
Material 578,ERT,42
Material 4541,ERT,42
Material 1885,ERT,42
Material 844,ERT,42
Material 4969,ERT,42
Material 7325,ERT,42
Material 7760,ERT,42
Material 2422,ERT,42
Material 1835,ERT,42
Material 6863,ERT,42
Material 660,ERT,42
Material 5620,ERT,42
Material 6653,ERT,42
Material 7407,ERT,42
Material 226,ERT,42
Material 3884,ERT,42
Material 7613,ERT,42
Material 5191,ERT,42
Material 5290,ERT,42
Material 5130,ERT,42
Material 6492,ERT,42
Material 2835,ERT,42
Material 2398,ERT,42
Material 1104,ERT,42
Material 194,ERT,42
Material 3788,ERT,42
Material 4863,ERT,42
Material 5744,ERT,42
Material 6131,ERT,42
Material 4677,ERT,42
Material 3838,ERT,42
Material 6059,ERT,42
Material 4138,ERT,42
Material 2812,ERT,42
Material 5761,ERT,42
Material 3006,ERT,42
Material 257,ERT,42
Material 5645,ERT,42
Material 545,ERT,42
Material 3501,ERT,42
Material 2638,ERT,42
Material 532,ERT,42
Material 3104,AWA,34
Material 7111,AWA,34
Material 3985,AWA,34
Material 1896,AWA,34
Material 4500,ERT,42
Material 6938,AWA,65
Material 4084,AWA,65
Material 5166,ERT,80
Material 7443,ERT,80
Material 7529,ERT,80
Material 1103,ROH,82
Material 6087,ROH,82
Material 784,ROH,2
Material 4335,ROH,2
Material 1118,ROH,2
Material 2068,NBW,2
Material 7224,ROH,82
Material 5375,ROH,2
Material 2448,ROH,82
Material 1551,ROH,82
Material 7120,ROH,82
Material 5268,ROH,82
Material 409,ROH,82
Material 326,ROH,82
Material 7831,ROH,20
Material 4869,ROH,20
Material 559,ROH,2
Material 6664,NBW,7
Material 1505,ROH,2
Material 1821,ROH,2
Material 1460,ROH,2
Material 4681,ROH,2
Material 2167,ROH,2
Material 87,ROH,12
Material 6740,ROH,48
Material 1764,ROH,48
Material 4770,ROH,12
Material 4329,ROH,48
Material 1789,ROH,15
Material 531,ROH,13
Material 5077,ROH,13
Material 687,ROH,48
Material 3621,ROH,48
Material 8037,ALB,48
Material 6544,ALB,48
Material 4781,ALB,48
Material 7076,ALB,48
Material 872,ALB,48
Material 6612,ROH,48
Material 2099,ROH,82
Material 6581,ROH,24
Material 7107,ROH,13
Material 3290,ROH,13
Material 1568,ROH,13
Material 4660,ROH,13
Material 3543,ROH,13
Material 958,ROH,13
Material 7503,ROH,82
Material 1177,ROH,82
Material 8026,ROH,82
Material 5851,ROH,13
Material 5985,ALB,16
Material 6516,ALB,16
Material 3951,ERT,34
Material 5528,ERT,34
Material 4278,ERT,34
Material 5627,ERT,34
Material 5311,ERT,34
Material 900,ERT,34
Material 7435,ERT,34
Material 3946,ERT,34
Material 841,ERT,34
Material 1543,ERT,34
Material 3230,ERT,34
Material 2150,ERT,34
Material 3561,ERT,34
Material 4619,ERT,34
Material 1421,ERT,34
Material 1096,ERT,34
Material 5949,ERT,34
Material 4489,ERT,34
Material 7510,ERT,34
Material 7597,ERT,34
Material 2875,ERT,34
Material 6677,ERT,34
Material 1877,ERT,34
Material 3147,MRO,34
Material 7937,MRO,105
Material 4061,MRO,85
Material 5977,MRO,84
Material 5336,MRO,84
Material 5898,MRO,7
Material 2720,ERT,63
Material 5168,ERT,63
Material 3579,ERT,55
Material 5711,ERT,63
Material 605,ERT,63
Material 6887,ERT,55
Material 923,ERT,63
Material 842,ERT,63
Material 4229,ERT,55
Material 2947,ERT,63
Material 8085,ERT,63
Material 2522,ERT,63
Material 675,ERT,55
Material 4403,ERT,63
Material 6959,ERT,63
Material 5976,ERT,55
Material 2738,ERT,63
Material 3417,ERT,63
Material 7933,ERT,63
Material 6964,ERT,63
Material 494,ERT,55
Material 4790,ERT,63
Material 362,ERT,63
Material 2479,ERT,63
Material 6485,ERT,63
Material 2940,ERT,63
Material 7249,ERT,61
Material 7452,ERT,61
Material 4123,ERT,61
Material 3691,ERT,61
Material 6259,ERT,66
Material 979,ERT,66
Material 6498,ERT,66
Material 5726,ERT,66
Material 7044,ERT,66
Material 7999,ERT,66
Material 4624,ERT,66
Material 4131,ERT,66
Material 2823,ERT,66
Material 6282,ERT,63
Material 3651,ERT,63
Material 6442,ERT,63
Material 2619,ERT,63
Material 2623,ERT,63
Material 4920,ERT,63
Material 283,ERT,63
Material 6726,ERT,63
Material 871,ERT,64
Material 5385,ERT,63
Material 6313,ERT,63
Material 4877,ERT,63
Material 2610,ERT,63
Material 5695,ERT,63
Material 7823,ERT,63
Material 2493,ERT,63
Material 3399,ERT,63
Material 7067,ERT,63
Material 771,ERT,63
Material 1940,ERT,63
Material 7251,ERT,63
Material 4549,ERT,63
Material 16,ERT,63
Material 7955,ERT,63
Material 2160,ERT,63
Material 2814,ERT,63
Material 962,ERT,63
Material 4064,ERT,63
Material 7049,ERT,63
Material 1391,ERT,63
Material 6954,ERT,63
Material 2886,ERT,63
Material 2110,ERT,64
Material 3076,ERT,63
Material 3513,ERT,63
Material 1482,ERT,63
Material 6307,ERT,63
Material 4658,ERT,63
Material 6856,ERT,63
Material 7799,ERT,63
Material 4141,ERT,63
Material 3334,ERT,63
Material 3155,ERT,63
Material 4895,ERT,63
Material 5286,ERT,64
Material 7021,ERT,63
Material 8077,ERT,63
Material 1530,ERT,63
Material 4601,ERT,63
Material 3441,ERT,63
Material 1943,ERT,63
Material 6838,ERT,63
Material 2141,ERT,63
Material 5544,ERT,63
Material 4345,ERT,63
Material 741,ERT,63
Material 658,ERT,63
Material 3598,ERT,63
Material 3947,ERT,63
Material 5988,ERT,63
Material 3182,ERT,63
Material 3079,ERT,63
Material 185,ERT,63
Material 3143,ERT,63
Material 5324,ERT,63
Material 7983,ERT,63
Material 5416,ERT,64
Material 730,ERT,63
Material 5420,ERT,63
Material 3301,ERT,63
Material 5227,ERT,63
Material 4588,ERT,64
Material 7411,ERT,63
Material 832,ERT,63
Material 6037,ERT,63
Material 53,ERT,63
Material 4607,ERT,64
Material 387,ERT,64
Material 715,ERT,64
Material 447,ERT,64
Material 1564,ERT,64
Material 7038,ERT,63
Material 2724,ERT,63
Material 2609,ERT,64
Material 6644,ERT,63
Material 6124,ERT,63
Material 2180,ERT,63
Material 3430,ERT,64
Material 6945,ERT,64
Material 7505,ERT,63
Material 6079,ERT,63
Material 5797,ERT,63
Material 3852,ERT,63
Material 4930,ERT,63
Material 182,ERT,63
Material 848,ERT,63
Material 3930,ERT,63
Material 6454,ERT,64
Material 473,ERT,63
Material 1686,ERT,63
Material 7486,ERT,63
Material 5150,ERT,63
Material 5527,ERT,63
Material 178,ERT,63
Material 6694,ERT,63
Material 519,ERT,63
Material 4326,ERT,63
Material 3457,ERT,63
Material 4402,ERT,63
Material 6588,ERT,63
Material 1417,ERT,63
Material 5329,ERT,63
Material 6577,ERT,63
Material 5352,ERT,63
Material 4845,ERT,63
Material 6122,ERT,63
Material 3121,ERT,63
Material 2356,ERT,63
Material 7174,ERT,63
Material 4953,ERT,63
Material 4228,ERT,63
Material 5326,ERT,63
Material 1857,ERT,63
Material 328,ERT,63
Material 4053,ERT,63
Material 1522,ERT,63
Material 5621,ERT,63
Material 1693,ERT,63
Material 5140,ERT,63
Material 7263,ERT,63
Material 69,ERT,63
Material 3059,ERT,63
Material 1727,ERT,63
Material 7635,ERT,63
Material 3806,ERT,63
Material 5277,ERT,63
Material 3556,ERT,63
Material 6562,ERT,63
Material 765,ERT,63
Material 3171,ERT,63
Material 3626,ERT,63
Material 2556,ERT,63
Material 1316,ERT,63
Material 4457,ERT,98
Material 2549,ERT,63
Material 4410,ERT,63
Material 6775,ERT,63
Material 7812,ERT,63
Material 4723,ERT,63
Material 4069,ERT,63
Material 5438,ERT,63
Material 2133,ERT,63
Material 2877,ERT,63
Material 4200,ERT,63
Material 128,ERT,63
Material 2737,ERT,63
Material 6337,ERT,63
Material 265,ERT,63
Material 7987,ERT,63
Material 234,ERT,63
Material 6743,ERT,63
Material 1967,ERT,63
Material 7101,ERT,63
Material 1902,ERT,63
Material 2707,ERT,51
Material 5536,ERT,61
Material 868,ERT,34
Material 6878,ERT,50
Material 3161,ERT,64
Material 2532,ERT,64
Material 7093,ERT,64
Material 6336,ERT,64
Material 2505,ERT,64
Material 4679,ERT,64
Material 6496,ERT,64
Material 59,ERT,64
Material 2677,ERT,64
Material 4015,ERT,64
Material 2968,ERT,64
Material 2000,ERT,64
Material 251,ERT,64
Material 5117,ERT,64
Material 7386,ERT,64
Material 7531,ERT,64
Material 105,ERT,64
Material 6770,ERT,64
Material 4754,ERT,64
Material 4649,ERT,64
Material 1843,ERT,64
Material 4736,ERT,64
Material 4703,ERT,64
Material 4226,ERT,64
Material 1452,ERT,64
Material 3263,ERT,64
Material 2871,ERT,64
Material 114,ERT,64
Material 3323,ERT,64
Material 5337,ERT,34
Material 6476,ERT,34
Material 766,ERT,34
Material 5532,ERT,34
Material 7077,ERT,34
Material 5230,ERT,34
Material 6430,ALB,16
Material 1600,IDK,51
Material 1001,IDK,51
Material 2906,ALB,16
