Purch.Doc.,CoCd,Vendor,Type
4500007597,Company 10,Vendor 3789,NB  
4500007598,Company 6,Vendor 1914,NB  
4500007600,Company 10,Vendor 1328,NB  
4500007602,Company 10,Vendor 3789,NB  
4500007604,Company 10,Vendor 3789,NB  
4500007605,Company 10,Vendor 944,NB  
4500007606,Company 4,Vendor 118,NB  
4500007608,Company 6,Vendor 428,NB  
4500007612,Company 6,Vendor 2602,NB  
4500007613,Company 6,Vendor 726,NB  
4500007614,Company 6,Vendor 1569,NB  
4500007615,Company 10,Vendor 944,NB  
4500007617,Company 6,Vendor 1569,NB  
4500007618,Company 10,Vendor 4053,NB  
4500007619,Company 10,Vendor 2626,NB  
4500007621,Company 16,Vendor 4874,NB  
4500007624,Company 6,Vendor 2352,NB  
4500007626,Company 16,Vendor 4423,NB  
4500007627,Company 4,Vendor 2857,NB  
4500007628,Company 6,Vendor 2352,NB  
4500007630,Company 6,Vendor 2057,NB  
4500007631,Company 6,Vendor 1569,NB  
4500007632,Company 15,Vendor 453,NB  
4500007634,Company 16,Vendor 4919,NB  
4500007643,Company 6,Vendor 2535,NB  
4500007644,Company 6,Vendor 3608,NB  
4500007645,Company 6,Vendor 2057,NB  
4500007646,Company 10,Vendor 2602,NB  
4500007649,Company 10,Vendor 1914,NB  
4500007650,Company 15,Vendor 2184,NB  
4500007656,Company 10,Vendor 1597,NB  
4500007661,Company 10,Vendor 2602,NB  
4500007665,Company 4,Vendor 3081,NB  
4500007672,Company 10,Vendor 4328,NB  
4500007673,Company 6,Vendor 2352,NB  
4500007674,Company 5,Vendor 3929,NB  
4500007678,Company 6,Vendor 2072,NB  
4500007679,Company 6,Vendor 2643,NB  
4500007686,Company 4,Vendor 3985,NB  
4500007689,Company 10,Vendor 2602,NB  
4500007690,Company 4,Vendor 2580,NB  
4500007692,Company 10,Vendor 3426,NB  
4500007693,Company 6,Vendor 3057,NB  
4500007697,Company 6,Vendor 428,NB  
4500007703,Company 6,Vendor 428,NB  
4500007704,Company 10,Vendor 4365,NB  
4500007705,Company 6,Vendor 1578,NB  
4500007706,Company 4,Vendor 3439,NB  
4500007707,Company 16,Vendor 4937,NB  
4500007709,Company 6,Vendor 212,NB  
4500007712,Company 6,Vendor 428,NB  
4500007713,Company 6,Vendor 1569,NB  
4500007714,Company 6,Vendor 2352,NB  
4500007715,Company 6,Vendor 2352,NB  
4500007716,Company 6,Vendor 3421,NB  
4500007717,Company 6,Vendor 3421,NB  
4500007719,Company 10,Vendor 2858,NB  
4500007720,Company 16,Vendor 4919,NB  
4500007722,Company 6,Vendor 2602,NB  
4500007723,Company 6,Vendor 428,NB  
4500007724,Company 6,Vendor 25,NB  
4500007727,Company 10,Vendor 3328,NB  
4500007728,Company 4,Vendor 2794,NB  
4500007729,Company 6,Vendor 4328,NB  
4500007730,Company 6,Vendor 2352,NB  
4500007731,Company 4,Vendor 1896,NB  
4500007732,Company 16,Vendor 4858,NB  
4500007733,Company 10,Vendor 1597,NB  
4500007741,Company 10,Vendor 1597,NB  
4500007754,Company 6,Vendor 1569,NB  
4500007756,Company 10,Vendor 1569,NB  
4500007757,Company 10,Vendor 1569,NB  
4500007758,Company 10,Vendor 1569,NB  
4500007759,Company 10,Vendor 1569,NB  
4500007760,Company 10,Vendor 1376,NB  
4500007762,Company 10,Vendor 2602,NB  
4500007763,Company 6,Vendor 2057,NB  
4500007764,Company 10,Vendor 1569,NB  
4500007765,Company 6,Vendor 25,NB  
4500007770,Company 4,Vendor 3130,NB  
4500007772,Company 10,Vendor 3789,NB  
4500007773,Company 6,Vendor 428,NB  
4500007776,Company 6,Vendor 1597,NB  
4500007778,Company 6,Vendor 2602,NB  
4500007779,Company 6,Vendor 2352,NB  
4500007780,Company 6,Vendor 1653,NB  
4500007781,Company 6,Vendor 1653,NB  
4500007782,Company 6,Vendor 2650,NB  
4500007783,Company 6,Vendor 428,NB  
4500007784,Company 6,Vendor 4598,NB  
4500007795,Company 10,Vendor 2602,NB  
4500007796,Company 4,Vendor 4857,NB  
4500007798,Company 4,Vendor 4746,NB  
4500007801,Company 4,Vendor 3130,NB  
4500007805,Company 6,Vendor 1569,NB  
4500007806,Company 10,Vendor 1569,NB  
4500007807,Company 10,Vendor 1569,NB  
4500007808,Company 10,Vendor 1569,NB  
4500007809,Company 4,Vendor 2857,NB  
4500007810,Company 16,Vendor 2626,NB  
4500007812,Company 10,Vendor 1328,NB  
4500007813,Company 4,Vendor 1914,NB  
4500007814,Company 4,Vendor 826,NB  
4500007815,Company 6,Vendor 4143,NB  
4500007818,Company 10,Vendor 1597,NB  
4500007819,Company 10,Vendor 3512,NB  
4500007823,Company 4,Vendor 4423,NB  
4500007828,Company 4,Vendor 118,NB  
4500007829,Company 6,Vendor 1569,NB  
4500007830,Company 6,Vendor 2650,NB  
4500007837,Company 10,Vendor 3512,NB  
4500007838,Company 6,Vendor 2602,NB  
4500007840,Company 10,Vendor 1328,NB  
4500007841,Company 6,Vendor 1102,NB  
4500007843,Company 5,Vendor 3929,NB  
4500007845,Company 10,Vendor 1569,NB  
4500007847,Company 6,Vendor 2535,NB  
4500007848,Company 6,Vendor 1569,NB  
4500007850,Company 4,Vendor 4423,NB  
4500007852,Company 10,Vendor 1569,NB  
4500007853,Company 10,Vendor 2057,NB  
4500007854,Company 15,Vendor 453,NB  
4500007855,Company 10,Vendor 989,NB  
4500007858,Company 10,Vendor 3512,NB  
4500007859,Company 4,Vendor 1318,NB  
4500007863,Company 6,Vendor 970,NB  
4500007864,Company 4,Vendor 3110,NB  
4500007866,Company 6,Vendor 1569,NB  
4500007869,Company 6,Vendor 1597,NB  
4500007870,Company 10,Vendor 3421,NB  
4500007874,Company 10,Vendor 4293,NB  
4500007879,Company 10,Vendor 1569,NB  
4500007880,Company 10,Vendor 2057,NB  
4500007881,Company 10,Vendor 1569,NB  
4500007882,Company 10,Vendor 989,NB  
4500007883,Company 4,Vendor 3872,NB  
4500007895,Company 5,Vendor 3929,NB  
4500007899,Company 10,Vendor 1597,NB  
4500007900,Company 10,Vendor 3426,NB  
4500007901,Company 6,Vendor 2057,NB  
4500007903,Company 6,Vendor 428,NB  
4500007905,Company 10,Vendor 2057,NB  
4500007906,Company 10,Vendor 3421,NB  
4500007907,Company 6,Vendor 3955,NB  
4500007908,Company 10,Vendor 154,NB  
4500007909,Company 10,Vendor 2271,NB  
4500007910,Company 4,Vendor 2902,NB  
4500007912,Company 6,Vendor 428,NB  
4500007913,Company 6,Vendor 4328,NB  
4500007918,Company 6,Vendor 944,NB  
4500007919,Company 6,Vendor 1597,NB  
4500007924,Company 6,Vendor 3739,NB  
4500007926,Company 10,Vendor 3992,NB  
4500007927,Company 10,Vendor 4328,NB  
4500007932,Company 16,Vendor 2626,NB  
4500007939,Company 4,Vendor 4822,NB  
4500007941,Company 4,Vendor 4423,NB  
4500007942,Company 4,Vendor 4423,NB  
4500007943,Company 6,Vendor 25,NB  
4500007944,Company 6,Vendor 25,NB  
4500007945,Company 6,Vendor 25,NB  
4500007949,Company 4,Vendor 2857,NB  
4500007950,Company 10,Vendor 3421,NB  
4500007951,Company 4,Vendor 922,NB  
4500007954,Company 10,Vendor 2057,NB  
4500007955,Company 15,Vendor 1667,NB  
4500007956,Company 10,Vendor 2057,NB  
4500007957,Company 5,Vendor 3929,NB  
4500007959,Company 6,Vendor 3682,NB  
4500007960,Company 10,Vendor 989,NB  
4500007974,Company 6,Vendor 1569,NB  
4500007978,Company 6,Vendor 4293,NB  
4500007980,Company 6,Vendor 2352,NB  
4500007981,Company 6,Vendor 2057,NB  
4500007982,Company 6,Vendor 428,NB  
4500007983,Company 6,Vendor 1569,NB  
4500007987,Company 10,Vendor 2057,NB  
4500007989,Company 15,Vendor 2446,NB  
4500007990,Company 15,Vendor 2446,NB  
4500007993,Company 4,Vendor 3579,NB  
4500007995,Company 6,Vendor 428,NB  
4500007996,Company 15,Vendor 453,NB  
4500007997,Company 15,Vendor 453,NB  
4500007998,Company 6,Vendor 428,NB  
4500008000,Company 6,Vendor 2352,NB  
4500008001,Company 6,Vendor 2352,NB  
4500008002,Company 15,Vendor 453,NB  
4500008005,Company 6,Vendor 2602,NB  
4500008010,Company 15,Vendor 453,NB  
4500008011,Company 10,Vendor 1569,NB  
4500008012,Company 10,Vendor 1569,NB  
4500008013,Company 10,Vendor 3789,NB  
4500008014,Company 6,Vendor 212,NB  
4500008015,Company 5,Vendor 3929,NB  
4500008017,Company 10,Vendor 1597,NB  
4500008018,Company 6,Vendor 3789,NB  
4500008019,Company 4,Vendor 118,NB  
4500008020,Company 10,Vendor 698,NB  
4500008022,Company 6,Vendor 428,NB  
4500008026,Company 4,Vendor 2857,NB  
4500008028,Company 10,Vendor 1569,NB  
4500008029,Company 10,Vendor 1569,NB  
4500008032,Company 6,Vendor 2602,NB  
4500008033,Company 6,Vendor 1597,NB  
4500008035,Company 10,Vendor 1569,NB  
4500008039,Company 10,Vendor 3421,NB  
4500008041,Company 6,Vendor 428,NB  
4500008043,Company 6,Vendor 2602,NB  
4500008048,Company 10,Vendor 1328,NB  
4500008060,Company 10,Vendor 1569,NB  
4500008062,Company 4,Vendor 3974,NB  
4500008063,Company 10,Vendor 1569,NB  
4500008067,Company 6,Vendor 2602,NB  
4500008069,Company 10,Vendor 2352,NB  
4500008070,Company 5,Vendor 3929,NB  
4500008072,Company 6,Vendor 1376,NB  
4500008074,Company 6,Vendor 2352,NB  
4500008076,Company 4,Vendor 4746,NB  
4500008077,Company 4,Vendor 1896,NB  
4500008079,Company 6,Vendor 1653,NB  
4500008080,Company 4,Vendor 817,NB  
4500008081,Company 4,Vendor 2376,NB  
4500008082,Company 4,Vendor 2376,NB  
4500008084,Company 16,Vendor 4365,NB  
4500008085,Company 10,Vendor 1569,NB  
4500008088,Company 6,Vendor 3421,NB  
4500008091,Company 6,Vendor 428,NB  
4500008093,Company 5,Vendor 3929,NB  
4500008099,Company 4,Vendor 4423,NB  
4500008104,Company 4,Vendor 4746,NB  
4500008106,Company 4,Vendor 3710,NB  
4500008107,Company 4,Vendor 3130,NB  
4500008109,Company 6,Vendor 428,NB  
4500008111,Company 6,Vendor 428,NB  
4500008114,Company 16,Vendor 2626,NB  
4500008116,Company 4,Vendor 2376,NB  
4500008117,Company 4,Vendor 2857,NB  
4500008118,Company 4,Vendor 2857,NB  
4500008119,Company 4,Vendor 3439,NB  
4500008122,Company 6,Vendor 2352,NB  
4500008123,Company 6,Vendor 428,NB  
4500008156,Company 5,Vendor 3929,NB  
4500008159,Company 16,Vendor 4365,NB  
4500008161,Company 16,Vendor 4365,NB  
4500008186,Company 10,Vendor 3421,NB  
4500008223,Company 4,Vendor 3579,NB  
4500008245,Company 15,Vendor 2660,NB  
4500008247,Company 2,Vendor 2330,NB  
4500008252,Company 10,Vendor 3828,NB  
4500008253,Company 10,Vendor 3828,NB  
4500008254,Company 10,Vendor 989,NB  
4500008258,Company 6,Vendor 428,NB  
4500008264,Company 16,Vendor 4874,NB  
4500008273,Company 10,Vendor 3828,NB  
4500008274,Company 10,Vendor 3828,NB  
4500008278,Company 6,Vendor 3421,NB  
4500008281,Company 10,Vendor 1597,NB  
4500008282,Company 6,Vendor 2868,NB  
4500008283,Company 6,Vendor 3682,NB  
4500008285,Company 10,Vendor 3426,NB  
4500008286,Company 10,Vendor 3426,NB  
4500008288,Company 6,Vendor 428,NB  
4500008289,Company 6,Vendor 3739,NB  
4500008291,Company 6,Vendor 2057,NB  
4500008292,Company 4,Vendor 2291,NB  
4500008295,Company 6,Vendor 1569,NB  
4500008299,Company 16,Vendor 4874,NB  
4500008311,Company 6,Vendor 547,NB  
4500008312,Company 6,Vendor 2602,NB  
4500008317,Company 4,Vendor 826,NB  
4500008323,Company 6,Vendor 4566,NB  
4500008328,Company 6,Vendor 428,NB  
4500008331,Company 6,Vendor 1569,NB  
4500008332,Company 6,Vendor 2057,NB  
4500008335,Company 6,Vendor 2868,NB  
4500008336,Company 10,Vendor 2057,NB  
4500008337,Company 6,Vendor 2868,NB  
4500008338,Company 6,Vendor 2352,NB  
4500008339,Company 6,Vendor 2352,NB  
4500008349,Company 4,Vendor 1318,NB  
4500008350,Company 10,Vendor 2602,NB  
4500008352,Company 6,Vendor 428,NB  
4500008353,Company 6,Vendor 428,NB  
4500008358,Company 6,Vendor 2602,NB  
4500008360,Company 6,Vendor 2352,NB  
4500008366,Company 6,Vendor 2352,NB  
4500008367,Company 6,Vendor 2352,NB  
4500008368,Company 5,Vendor 3929,NB  
4500008386,Company 10,Vendor 1569,NB  
4500008387,Company 6,Vendor 600,NB  
4500008389,Company 6,Vendor 2602,NB  
4500008397,Company 6,Vendor 2631,NB  
4500008400,Company 6,Vendor 428,NB  
4500008402,Company 6,Vendor 2352,NB  
4500008403,Company 6,Vendor 3682,NB  
4500008415,Company 4,Vendor 3081,NB  
4500008424,Company 15,Vendor 2315,NB  
4500008426,Company 15,Vendor 1894,NB  
4500008428,Company 6,Vendor 1569,NB  
4500008431,Company 10,Vendor 3828,NB  
4500008432,Company 10,Vendor 3828,NB  
4500008434,Company 6,Vendor 2352,NB  
4500008435,Company 10,Vendor 1569,NB  
4500008443,Company 10,Vendor 1569,NB  
4500008448,Company 4,Vendor 3974,NB  
4500008451,Company 5,Vendor 3929,NB  
4500008463,Company 10,Vendor 2602,NB  
4500008468,Company 4,Vendor 4423,NB  
4500008471,Company 6,Vendor 428,NB  
4500008472,Company 6,Vendor 2535,NB  
4500008476,Company 6,Vendor 2231,NB  
4500008477,Company 4,Vendor 4423,NB  
4500008481,Company 6,Vendor 3421,NB  
4500008486,Company 5,Vendor 3929,NB  
4500008489,Company 6,Vendor 2535,NB  
4500008490,Company 6,Vendor 428,NB  
4500008502,Company 6,Vendor 2602,NB  
4500008503,Company 10,Vendor 3426,NB  
4500008507,Company 6,Vendor 2352,NB  
4500008510,Company 6,Vendor 61,NB  
4500008512,Company 16,Vendor 2626,NB  
4500008518,Company 6,Vendor 428,NB  
4500008522,Company 6,Vendor 2868,NB  
4500008532,Company 5,Vendor 3929,NB  
4500008554,Company 6,Vendor 2602,NB  
4500008567,Company 4,Vendor 2857,NB  
4500008594,Company 10,Vendor 2057,NB  
4500008598,Company 6,Vendor 428,NB  
4500008607,Company 6,Vendor 3421,NB  
4500008609,Company 10,Vendor 3426,NB  
4500008657,Company 6,Vendor 2602,NB  
4500008662,Company 10,Vendor 3421,NB  
4500008669,Company 6,Vendor 428,NB  
4500008675,Company 6,Vendor 4598,NB  
4500008684,Company 6,Vendor 2602,NB  
4500008690,Company 4,Vendor 3710,NB  
4500008691,Company 4,Vendor 2857,NB  
4500008692,Company 4,Vendor 2857,NB  
4500008724,Company 6,Vendor 2631,NB  
4700000054,Company 4,Vendor 4885,ZIC 
4700000072,Company 4,Vendor 4885,ZIC 
4700000073,Company 4,Vendor 4885,ZIC 
4700000075,Company 4,Vendor 4885,ZIC 
4700000077,Company 4,Vendor 4885,ZIC 
4700000103,Company 4,Vendor 4885,ZIC 
4700000106,Company 4,Vendor 4976,ZIC 
4700000121,Company 4,Vendor 4885,ZIC 
4700000134,Company 5,Vendor 4861,ZIC 
4700000159,Company 4,Vendor 4885,ZIC 
4700000162,Company 4,Vendor 4885,ZIC 
4700000175,Company 4,Vendor 4885,ZIC 
4700000208,Company 5,Vendor 4861,ZIC 
4700000276,Company 4,Vendor 4933,ZIC 
4700000280,Company 5,Vendor 4861,ZIC 
4700000287,Company 5,Vendor 4861,ZIC 
4700000300,Company 4,Vendor 4885,ZIC 
4700000348,Company 4,Vendor 4976,ZIC 
4700000367,Company 5,Vendor 4976,ZIC 
4700000431,Company 5,Vendor 4861,ZIC 
4700000436,Company 4,Vendor 4976,ZIC 
4700000500,Company 5,Vendor 4861,ZIC 
4700000507,Company 5,Vendor 4928,ZIC 
4700000587,Company 5,Vendor 4845,ZIC 
4700000596,Company 5,Vendor 4861,ZIC 
4700000643,Company 4,Vendor 4976,ZIC 
4700000656,Company 4,Vendor 4904,ZIC 
4700000683,Company 4,Vendor 4904,ZIC 
4700000703,Company 5,Vendor 4861,ZIC 
4700000708,Company 4,Vendor 4904,ZIC 
4700000758,Company 4,Vendor 4904,ZIC 
4700000781,Company 4,Vendor 4904,ZIC 
4700000782,Company 5,Vendor 4861,ZIC 
4700000790,Company 4,Vendor 4904,ZIC 
4700000801,Company 4,Vendor 4904,ZIC 
4700000859,Company 4,Vendor 4904,ZIC 
4700000867,Company 4,Vendor 4976,ZIC 
4700000868,Company 4,Vendor 4976,ZIC 
4700000872,Company 4,Vendor 4904,ZIC 
4700000877,Company 5,Vendor 4904,ZIC 
4700000879,Company 4,Vendor 4933,ZIC 
4700000880,Company 5,Vendor 4904,ZIC 
4700000884,Company 4,Vendor 4904,ZIC 
4700000901,Company 4,Vendor 4904,ZIC 
4700000902,Company 4,Vendor 4933,ZIC 
4700000933,Company 5,Vendor 4885,ZIC 
4700000962,Company 5,Vendor 4885,ZIC 
4700000998,Company 4,Vendor 4904,ZIC 
4700001037,Company 4,Vendor 4904,ZIC 
4700001057,Company 4,Vendor 4904,ZIC 
4700001072,Company 5,Vendor 4904,ZIC 
4700001094,Company 5,Vendor 4904,ZIC 
4700001095,Company 4,Vendor 4904,ZIC 
4700001128,Company 4,Vendor 4899,ZIC 
4700001134,Company 4,Vendor 4885,ZIC 
4700001140,Company 5,Vendor 4904,ZIC 
4700001163,Company 4,Vendor 4948,ZIC 
4700001167,Company 4,Vendor 4948,ZIC 
4700001168,Company 4,Vendor 4948,ZIC 
4700001170,Company 4,Vendor 4948,ZIC 
4700001171,Company 4,Vendor 4948,ZIC 
4700001172,Company 4,Vendor 4948,ZIC 
4700001173,Company 4,Vendor 4948,ZIC 
4700001174,Company 4,Vendor 4948,ZIC 
4700001175,Company 4,Vendor 4948,ZIC 
4700001185,Company 4,Vendor 4948,ZIC 
4700001224,Company 5,Vendor 4904,ZIC 
4700001227,Company 4,Vendor 4845,ZIC 
4700001236,Company 4,Vendor 4904,ZIC 
4700001252,Company 8,Vendor 4905,NB2C
4700001256,Company 4,Vendor 4976,ZIC 
4700001265,Company 4,Vendor 4948,ZIC 
4700001268,Company 15,Vendor 4941,ZIC 
4700001269,Company 15,Vendor 4941,ZIC 
4700001270,Company 15,Vendor 4941,ZIC 
4700001281,Company 6,Vendor 4964,NB2C
4700001296,Company 6,Vendor 4938,ZIC 
4700001323,Company 4,Vendor 4904,ZIC 
4700001337,Company 4,Vendor 4976,ZIC 
4700001350,Company 8,Vendor 4905,NB2C
4700001380,Company 8,Vendor 4855,NB2C
4700001389,Company 4,Vendor 4976,ZIC 
4700001402,Company 6,Vendor 4964,NB2C
4700001404,Company 6,Vendor 4938,ZIC 
4700001444,Company 4,Vendor 4904,ZIC 
4700001445,Company 4,Vendor 4885,ZIC 
4700001447,Company 4,Vendor 4885,ZIC 
4700001448,Company 5,Vendor 4885,ZIC 
4700001449,Company 4,Vendor 4885,ZIC 
4700001455,Company 4,Vendor 4899,ZIC 
4700001494,Company 5,Vendor 4904,ZIC 
4700001509,Company 4,Vendor 4948,ZIC 
4700001528,Company 4,Vendor 4904,ZIC 
4700001566,Company 6,Vendor 4938,ZIC 
4700001567,Company 5,Vendor 4904,ZIC 
4700001632,Company 5,Vendor 4904,ZIC 
4700001688,Company 6,Vendor 4938,ZIC 
4700001700,Company 6,Vendor 4885,ZIC 
4700001703,Company 4,Vendor 4904,ZIC 
4700001744,Company 4,Vendor 4885,ZIC 
4700001749,Company 4,Vendor 4885,ZIC 
4700001755,Company 4,Vendor 4885,ZIC 
4700001758,Company 4,Vendor 4885,ZIC 
4700001764,Company 5,Vendor 4885,ZIC 
4700001766,Company 4,Vendor 4885,ZIC 
4700001782,Company 5,Vendor 4904,ZIC 
4700001840,Company 4,Vendor 4948,ZIC 
4700001849,Company 5,Vendor 4861,ZIC 
4700001901,Company 4,Vendor 4904,ZIC 
4700001930,Company 5,Vendor 4928,ZIC 
4700001973,Company 5,Vendor 4904,ZIC 
4700001984,Company 4,Vendor 4976,ZIC 
4700001987,Company 4,Vendor 4904,ZIC 
4700001994,Company 4,Vendor 4976,ZIC 
4700002007,Company 6,Vendor 4885,ZIC 
4700002012,Company 7,Vendor 4905,NB2C
4700002043,Company 4,Vendor 4885,ZIC 
4700002044,Company 4,Vendor 4885,ZIC 
4700002046,Company 4,Vendor 4885,ZIC 
4700002052,Company 4,Vendor 4885,ZIC 
4700002054,Company 4,Vendor 4885,ZIC 
4700002062,Company 5,Vendor 4904,ZIC 
4700002095,Company 4,Vendor 4845,ZIC 
4700002134,Company 6,Vendor 4964,NB2C
4700002135,Company 6,Vendor 4964,NB2C
4700002136,Company 6,Vendor 4964,NB2C
4700002137,Company 6,Vendor 4964,NB2C
4700002138,Company 6,Vendor 4964,NB2C
4700002139,Company 6,Vendor 4964,NB2C
4700002152,Company 5,Vendor 4885,ZIC 
4700002176,Company 4,Vendor 4948,ZIC 
4700002177,Company 4,Vendor 4948,ZIC 
4700002189,Company 4,Vendor 4845,ZIC 
4700002202,Company 4,Vendor 4904,ZIC 
4700002221,Company 5,Vendor 4904,ZIC 
4700002256,Company 4,Vendor 4976,ZIC 
4700002285,Company 4,Vendor 4976,ZIC 
4700002335,Company 4,Vendor 4904,ZIC 
4700002340,Company 4,Vendor 4976,ZIC 
4700002342,Company 4,Vendor 4976,ZIC 
4700002395,Company 4,Vendor 4885,ZIC 
4700002417,Company 4,Vendor 4885,ZIC 
4700002418,Company 4,Vendor 4885,ZIC 
4700002419,Company 5,Vendor 4885,ZIC 
4700002422,Company 4,Vendor 4885,ZIC 
4700002427,Company 4,Vendor 4885,ZIC 
4700002428,Company 4,Vendor 4885,ZIC 
4700002429,Company 4,Vendor 4885,ZIC 
4700002431,Company 5,Vendor 4885,ZIC 
4700002433,Company 4,Vendor 4885,ZIC 
4700002435,Company 4,Vendor 4885,ZIC 
4700002436,Company 4,Vendor 4885,ZIC 
4700002437,Company 4,Vendor 4885,ZIC 
4700002439,Company 4,Vendor 4885,ZIC 
4700002441,Company 5,Vendor 4904,ZIC 
4700002481,Company 6,Vendor 4885,ZIC 
4700002482,Company 6,Vendor 4885,ZIC 
4700002483,Company 6,Vendor 4885,ZIC 
4700002502,Company 4,Vendor 4948,ZIC 
4700002503,Company 4,Vendor 4948,ZIC 
4700002504,Company 4,Vendor 4948,ZIC 
4700002505,Company 4,Vendor 4948,ZIC 
4700002513,Company 5,Vendor 4861,ZIC 
4700002514,Company 4,Vendor 4885,ZIC 
4700002515,Company 4,Vendor 4885,ZIC 
4700002517,Company 6,Vendor 4964,ZIC 
4700002518,Company 6,Vendor 4964,ZIC 
4700002522,Company 8,Vendor 4905,NB2C
4700002524,Company 5,Vendor 4941,ZIC 
4700002525,Company 5,Vendor 4861,ZIC 
4700002568,Company 4,Vendor 4904,ZIC 
4700002575,Company 5,Vendor 4861,ZIC 
4700002596,Company 5,Vendor 4904,ZIC 
4700002603,Company 5,Vendor 4861,ZIC 
4700002606,Company 5,Vendor 4861,ZIC 
4700002673,Company 4,Vendor 4904,ZIC 
4700002674,Company 4,Vendor 4976,ZIC 
4700002677,Company 5,Vendor 4861,ZIC 
4700002762,Company 4,Vendor 4885,ZIC 
4700002765,Company 4,Vendor 4885,ZIC 
4700002770,Company 4,Vendor 4885,ZIC 
4700002771,Company 4,Vendor 4885,ZIC 
4700002792,Company 4,Vendor 4885,ZIC 
4700002793,Company 4,Vendor 4885,ZIC 
4700002794,Company 5,Vendor 4885,ZIC 
4700002798,Company 4,Vendor 4885,ZIC 
4700002802,Company 5,Vendor 4885,ZIC 
4700002805,Company 4,Vendor 4885,ZIC 
4700002806,Company 4,Vendor 4885,ZIC 
4700002807,Company 4,Vendor 4885,ZIC 
4700002808,Company 4,Vendor 4885,ZIC 
4700002809,Company 5,Vendor 4885,ZIC 
4700002810,Company 4,Vendor 4885,ZIC 
4700002811,Company 4,Vendor 4885,ZIC 
4700002812,Company 4,Vendor 4885,ZIC 
4700002813,Company 4,Vendor 4885,ZIC 
4700002814,Company 5,Vendor 4904,ZIC 
4700002843,Company 4,Vendor 4904,ZIC 
4700002844,Company 4,Vendor 4885,ZIC 
